ip,hits,online,tanggal
39.214.185.253,2,1378023754,2013-09-01
157.55.34.178,1,1378023896,2013-09-01
39.209.116.240,1,1378024009,2013-09-01
114.123.200.138,3,1378026934,2013-09-01
39.228.198.143,2,1378025581,2013-09-01
39.226.156.125,1,1378029964,2013-09-01
208.43.225.84,1,1378030170,2013-09-01
36.76.149.29,1,1378030414,2013-09-01
141.0.10.22,1,1378032531,2013-09-01
39.214.140.40,2,1378033254,2013-09-01
110.138.237.193,1,1378034334,2013-09-01
117.169.24.243,1,1378035876,2013-09-01
61.145.73.234,1,1378036427,2013-09-01
223.255.225.70,1,1378040365,2013-09-01
66.249.80.142,1,1378040501,2013-09-01
157.55.32.26,1,1378040706,2013-09-01
180.241.173.157,1,1378043699,2013-09-01
5.10.83.84,1,1378043783,2013-09-01
68.171.236.182,1,1378045223,2013-09-01
68.171.236.239,1,1378045412,2013-09-01
68.171.236.114,1,1378045417,2013-09-01
68.171.236.210,1,1378045678,2013-09-01
118.96.240.211,2,1378046530,2013-09-01
5.10.83.48,1,1378047304,2013-09-01
141.0.11.140,1,1378047476,2013-09-01
117.102.65.46,1,1378047549,2013-09-01
180.247.235.49,1,1378048879,2013-09-01
66.249.80.199,1,1378049057,2013-09-01
68.171.236.105,1,1378049721,2013-09-01
111.94.130.94,1,1378050200,2013-09-01
114.121.15.129,1,1378050344,2013-09-01
68.171.236.214,1,1378051086,2013-09-01
61.247.27.230,1,1378052169,2013-09-01
39.209.28.84,1,1378052469,2013-09-01
66.249.74.97,1,1378052997,2013-09-01
110.137.49.127,1,1378054345,2013-09-01
141.0.11.24,1,1378055792,2013-09-02
5.10.83.101,1,1378056912,2013-09-02
141.0.9.62,1,1378057621,2013-09-02
66.119.41.34,1,1378057778,2013-09-02
180.248.243.83,3,1378058303,2013-09-02
183.67.143.77,1,1378061083,2013-09-02
209.85.238.97,7,1378127457,2013-09-02
39.227.137.226,1,1378066177,2013-09-02
180.244.21.13,1,1378066740,2013-09-02
140.0.79.235,1,1378069696,2013-09-02
66.249.77.142,6,1378138609,2013-09-02
202.152.202.97,1,1378071497,2013-09-02
180.251.154.169,4,1378073116,2013-09-02
36.76.181.195,3,1378076481,2013-09-02
114.79.16.101,1,1378073503,2013-09-02
209.131.39.61,1,1378075538,2013-09-02
114.79.16.146,1,1378078319,2013-09-02
180.107.162.100,1,1378082774,2013-09-02
157.56.93.187,1,1378082796,2013-09-02
58.247.132.30,1,1378091644,2013-09-02
36.76.166.106,1,1378094484,2013-09-02
157.55.35.106,4,1378108467,2013-09-02
5.10.83.41,1,1378097984,2013-09-02
66.249.74.91,1,1378100734,2013-09-02
141.0.11.94,2,1378104676,2013-09-02
112.215.66.77,1,1378106595,2013-09-02
66.249.77.199,12,1378138132,2013-09-02
112.215.66.76,1,1378106806,2013-09-02
112.215.66.75,1,1378107201,2013-09-02
192.168.7.113,1,1378107339,2013-09-02
141.0.9.181,1,1378110751,2013-09-02
141.0.9.77,2,1378111004,2013-09-02
123.30.175.86,1,1378112103,2013-09-02
202.169.224.68,2,1378112586,2013-09-02
182.5.164.55,1,1378113227,2013-09-02
118.97.150.202,1,1378114398,2013-09-02
114.79.12.12,1,1378114559,2013-09-02
114.79.13.20,1,1378115747,2013-09-02
192.168.6.66,1,1378117690,2013-09-02
223.255.230.76,2,1378118784,2013-09-02
39.208.162.251,1,1378118290,2013-09-02
180.214.232.82,1,1378120554,2013-09-02
180.254.169.73,1,1378121448,2013-09-02
66.249.84.97,1,1378121673,2013-09-02
157.56.93.73,1,1378122329,2013-09-02
141.0.11.25,1,1378123150,2013-09-02
36.76.122.155,1,1378123973,2013-09-02
180.241.171.180,1,1378124764,2013-09-02
141.0.8.117,1,1378125088,2013-09-02
152.118.24.10,1,1378125377,2013-09-02
206.53.152.166,1,1378127205,2013-09-02
110.138.207.20,3,1378127649,2013-09-02
49.0.0.162,1,1378128117,2013-09-02
114.79.2.149,1,1378128718,2013-09-02
110.138.246.50,1,1378128947,2013-09-02
110.139.160.36,1,1378129546,2013-09-02
118.97.95.25,6,1378129799,2013-09-02
118.97.239.18,1,1378129692,2013-09-02
182.0.185.177,2,1378132622,2013-09-02
141.0.9.147,1,1378132032,2013-09-02
118.137.139.213,3,1378132197,2013-09-02
110.139.22.107,1,1378135115,2013-09-02
110.138.244.184,1,1378135843,2013-09-02
118.96.84.156,1,1378136370,2013-09-02
114.79.53.127,2,1378137534,2013-09-02
36.73.127.41,1,1378138118,2013-09-02
159.253.145.183,1,1378138533,2013-09-02
125.162.68.239,1,1378140485,2013-09-02
218.203.182.72,1,1378140843,2013-09-02
66.249.77.199,19,1378226472,2013-09-03
118.97.56.58,1,1378142713,2013-09-03
114.79.18.233,1,1378144345,2013-09-03
202.152.202.72,5,1378146845,2013-09-03
114.79.12.123,1,1378147049,2013-09-03
206.53.152.172,1,1378147095,2013-09-03
209.85.238.97,8,1378224298,2013-09-03
182.5.125.112,2,1378148634,2013-09-03
114.79.12.103,1,1378149903,2013-09-03
182.15.67.75,1,1378149958,2013-09-03
118.137.172.212,1,1378151514,2013-09-03
68.171.236.19,1,1378151609,2013-09-03
115.85.68.206,3,1378154027,2013-09-03
110.138.11.214,1,1378154278,2013-09-03
36.68.180.223,1,1378155503,2013-09-03
66.249.77.142,7,1378216595,2013-09-03
114.79.12.25,5,1378156208,2013-09-03
103.10.67.71,1,1378158439,2013-09-03
141.0.11.148,1,1378158827,2013-09-03
123.125.71.47,1,1378159675,2013-09-03
141.0.11.28,1,1378161223,2013-09-03
114.79.12.19,1,1378161521,2013-09-03
182.0.185.177,1,1378161885,2013-09-03
27.111.49.28,2,1378162483,2013-09-03
91.236.74.152,1,1378165823,2013-09-03
118.97.95.23,1,1378166038,2013-09-03
5.10.83.101,1,1378166432,2013-09-03
5.10.83.21,1,1378166501,2013-09-03
118.97.95.30,1,1378166742,2013-09-03
110.138.194.56,1,1378167967,2013-09-03
5.10.83.82,2,1378199086,2013-09-03
66.249.74.91,1,1378175619,2013-09-03
118.244.148.45,1,1378177867,2013-09-03
65.55.24.219,1,1378181443,2013-09-03
180.244.23.38,1,1378184940,2013-09-03
139.228.1.59,2,1378185560,2013-09-03
180.178.96.210,1,1378188477,2013-09-03
180.246.80.82,2,1378190921,2013-09-03
5.10.83.92,1,1378191670,2013-09-03
180.247.113.227,1,1378193502,2013-09-03
114.79.19.169,1,1378193551,2013-09-03
112.215.66.69,1,1378193681,2013-09-03
180.248.231.140,1,1378193697,2013-09-03
112.215.36.145,1,1378194207,2013-09-03
114.79.17.129,1,1378197206,2013-09-03
182.253.208.34,1,1378197604,2013-09-03
141.0.11.221,2,1378199560,2013-09-03
202.152.201.199,1,1378199104,2013-09-03
110.137.107.34,1,1378199249,2013-09-03
118.96.73.167,2,1378200011,2013-09-03
36.73.83.205,2,1378201287,2013-09-03
114.79.16.12,1,1378201731,2013-09-03
223.255.225.80,2,1378211162,2013-09-03
110.139.226.78,1,1378202682,2013-09-03
180.246.104.8,2,1378203671,2013-09-03
114.121.195.90,1,1378205808,2013-09-03
36.76.102.141,1,1378206225,2013-09-03
180.248.109.45,1,1378206322,2013-09-03
1.62.125.50,1,1378207562,2013-09-03
114.79.19.95,1,1378207629,2013-09-03
39.215.18.139,1,1378209114,2013-09-03
60.10.57.89,1,1378212506,2013-09-03
125.161.195.128,2,1378214410,2013-09-03
157.56.93.73,1,1378214984,2013-09-03
36.76.186.253,1,1378215278,2013-09-03
118.97.95.24,1,1378217992,2013-09-03
180.253.101.100,2,1378218337,2013-09-03
66.249.74.110,1,1378218221,2013-09-03
118.97.55.244,1,1378219522,2013-09-03
134.7.248.132,4,1378220450,2013-09-03
115.132.126.235,1,1378221912,2013-09-03
27.111.50.144,1,1378221948,2013-09-03
36.69.121.55,23,1378222757,2013-09-03
141.0.11.188,1,1378223742,2013-09-03
66.249.74.97,1,1378224738,2013-09-03
202.67.41.19,1,1378226939,2013-09-03
182.14.172.42,1,1378227570,2013-09-03
182.14.172.42,1,1378227690,2013-09-04
114.79.0.213,1,1378228447,2013-09-04
36.70.117.216,1,1378230817,2013-09-04
180.242.40.20,2,1378230961,2013-09-04
110.138.236.63,1,1378233142,2013-09-04
110.138.194.221,1,1378234112,2013-09-04
112.215.66.69,1,1378234559,2013-09-04
39.229.4.98,2,1378236880,2013-09-04
36.83.103.135,1,1378237081,2013-09-04
141.0.8.228,1,1378237659,2013-09-04
111.95.248.116,1,1378237942,2013-09-04
180.242.2.58,1,1378238415,2013-09-04
180.249.86.225,1,1378238539,2013-09-04
5.10.83.33,2,1378274122,2013-09-04
180.254.162.9,3,1378238985,2013-09-04
110.137.94.93,2,1378239460,2013-09-04
114.79.12.153,2,1378242451,2013-09-04
220.181.108.149,1,1378242474,2013-09-04
66.249.77.199,19,1378313498,2013-09-04
180.214.232.76,3,1378308575,2013-09-04
141.0.8.96,1,1378245928,2013-09-04
36.72.75.85,2,1378245962,2013-09-04
209.85.238.97,6,1378311146,2013-09-04
36.69.45.111,1,1378248109,2013-09-04
193.111.141.52,1,1378248811,2013-09-04
5.10.83.55,1,1378249572,2013-09-04
114.4.23.104,1,1378250077,2013-09-04
141.0.11.221,1,1378252995,2013-09-04
141.0.9.33,1,1378256028,2013-09-04
125.164.230.231,1,1378256791,2013-09-04
114.79.60.139,1,1378257017,2013-09-04
61.188.188.11,1,1378265408,2013-09-04
66.249.77.142,2,1378270899,2013-09-04
114.79.28.37,1,1378271733,2013-09-04
202.46.56.160,1,1378271949,2013-09-04
223.255.230.14,4,1378276751,2013-09-04
180.246.166.121,1,1378280304,2013-09-04
202.67.41.27,2,1378281920,2013-09-04
123.30.175.84,1,1378281155,2013-09-04
5.10.83.101,1,1378283305,2013-09-04
36.69.38.205,1,1378284534,2013-09-04
141.0.9.42,1,1378286271,2013-09-04
112.5.138.200,1,1378286370,2013-09-04
5.10.83.77,1,1378286378,2013-09-04
222.124.222.250,3,1378291697,2013-09-04
27.111.49.91,2,1378289297,2013-09-04
203.128.68.242,2,1378290557,2013-09-04
202.137.15.9,1,1378290725,2013-09-04
157.55.35.79,1,1378291082,2013-09-04
39.194.32.160,1,1378291548,2013-09-04
38.111.147.83,453,1378306432,2013-09-04
139.195.238.242,1,1378291969,2013-09-04
223.255.230.69,1,1378294183,2013-09-04
36.71.134.22,1,1378294872,2013-09-04
220.255.1.92,1,1378300463,2013-09-04
66.249.74.97,1,1378303917,2013-09-04
157.55.35.36,3,1378313090,2013-09-04
202.72.214.202,1,1378309168,2013-09-04
5.10.83.21,1,1378310379,2013-09-04
220.181.108.169,1,1378312553,2013-09-04
36.76.202.182,1,1378313678,2013-09-04
202.67.40.5,1,1378314270,2013-09-05
118.99.67.103,1,1378314765,2013-09-05
65.55.213.69,18,1378327603,2013-09-05
180.248.102.107,1,1378316291,2013-09-05
114.79.3.87,1,1378316343,2013-09-05
209.85.238.97,6,1378393029,2013-09-05
66.249.77.142,6,1378396659,2013-09-05
206.53.152.2,1,1378322339,2013-09-05
222.124.57.126,2,1378322385,2013-09-05
68.171.236.81,1,1378322540,2013-09-05
66.249.77.199,10,1378353494,2013-09-05
114.79.13.197,1,1378323762,2013-09-05
110.138.6.230,1,1378324136,2013-09-05
180.241.89.233,1,1378327132,2013-09-05
125.161.83.106,1,1378327377,2013-09-05
68.171.236.23,1,1378327386,2013-09-05
5.10.83.101,1,1378327541,2013-09-05
36.76.79.93,1,1378329074,2013-09-05
180.248.177.55,1,1378329310,2013-09-05
157.55.35.36,2,1378334421,2013-09-05
180.76.5.98,1,1378331323,2013-09-05
180.76.5.178,1,1378331423,2013-09-05
5.10.83.63,1,1378331862,2013-09-05
180.252.21.214,3,1378335133,2013-09-05
157.55.35.79,1,1378339505,2013-09-05
157.55.32.62,1,1378340946,2013-09-05
5.10.83.71,1,1378342664,2013-09-05
118.244.159.167,1,1378358623,2013-09-05
157.55.35.39,3,1378396109,2013-09-05
5.10.83.21,1,1378361502,2013-09-05
157.55.32.227,1,1378361879,2013-09-05
112.214.255.131,1,1378364172,2013-09-05
125.162.146.81,1,1378367848,2013-09-05
182.9.240.197,1,1378368429,2013-09-05
202.46.61.94,1,1378368580,2013-09-05
36.76.187.251,1,1378370843,2013-09-05
110.137.18.130,1,1378371879,2013-09-05
180.254.172.76,1,1378373989,2013-09-05
139.0.9.82,1,1378374425,2013-09-05
180.244.212.185,1,1378376456,2013-09-05
36.75.3.136,1,1378377965,2013-09-05
118.97.86.170,1,1378378972,2013-09-05
180.241.89.164,1,1378381300,2013-09-05
180.247.216.184,1,1378381794,2013-09-05
112.215.66.70,1,1378382517,2013-09-05
112.215.36.144,1,1378383006,2013-09-05
112.215.36.143,1,1378383243,2013-09-05
112.215.66.76,2,1378390071,2013-09-05
112.215.66.75,1,1378383685,2013-09-05
202.67.46.11,2,1378384467,2013-09-05
203.142.71.106,8,1378385883,2013-09-05
180.247.255.123,1,1378388677,2013-09-05
112.215.66.71,2,1378392195,2013-09-05
124.158.132.69,1,1378390757,2013-09-05
124.81.71.2,1,1378391757,2013-09-05
122.102.43.188,1,1378394213,2013-09-05
125.165.96.23,1,1378395235,2013-09-05
180.243.86.18,1,1378395376,2013-09-05
103.247.15.114,1,1378395381,2013-09-05
66.249.74.97,1,1378396840,2013-09-05
123.255.201.194,1,1378397579,2013-09-05
206.53.152.173,1,1378398313,2013-09-05
125.163.160.85,4,1378399338,2013-09-05
209.85.238.97,6,1378457895,2013-09-06
157.55.32.49,2,1378409890,2013-09-06
27.111.57.191,1,1378408892,2013-09-06
180.241.219.151,1,1378409231,2013-09-06
180.252.253.82,3,1378413923,2013-09-06
206.53.152.0,1,1378415341,2013-09-06
36.76.207.194,1,1378415538,2013-09-06
206.53.152.2,1,1378415667,2013-09-06
5.10.83.43,1,1378415940,2013-09-06
180.254.171.102,1,1378416984,2013-09-06
180.253.235.214,1,1378419287,2013-09-06
182.5.59.98,1,1378420224,2013-09-06
180.214.232.80,1,1378420639,2013-09-06
66.249.77.142,8,1378479202,2013-09-06
66.249.77.199,12,1378483876,2013-09-06
66.249.74.97,1,1378433570,2013-09-06
157.55.35.39,6,1378484002,2013-09-06
202.46.49.147,1,1378444948,2013-09-06
118.97.190.170,13,1378449551,2013-09-06
203.78.120.22,1,1378448922,2013-09-06
112.215.66.76,1,1378448960,2013-09-06
114.79.17.167,1,1378451509,2013-09-06
202.152.202.218,1,1378451902,2013-09-06
120.168.1.122,1,1378452489,2013-09-06
157.55.32.222,2,1378459601,2013-09-06
36.69.187.49,2,1378454605,2013-09-06
39.215.29.76,1,1378455361,2013-09-06
114.79.13.12,1,1378455500,2013-09-06
202.146.1.68,1,1378455579,2013-09-06
141.0.11.100,1,1378455865,2013-09-06
38.111.147.86,472,1378476061,2013-09-06
125.163.53.210,1,1378460622,2013-09-06
39.211.66.101,1,1378464556,2013-09-06
222.124.203.43,1,1378466220,2013-09-06
180.251.49.206,4,1378467891,2013-09-06
141.0.9.162,1,1378467832,2013-09-06
162.210.196.100,1,1378470322,2013-09-06
60.253.115.81,4,1378475817,2013-09-06
114.123.99.72,1,1378475732,2013-09-06
36.83.131.230,3,1378476931,2013-09-06
125.167.248.74,1,1378478370,2013-09-06
66.249.74.91,1,1378478534,2013-09-06
110.137.175.185,1,1378479896,2013-09-06
223.255.224.114,1,1378482011,2013-09-06
141.0.11.184,1,1378482340,2013-09-06
66.249.77.199,13,1378572164,2013-09-07
118.97.67.69,8,1378488985,2013-09-07
66.249.77.142,9,1378564516,2013-09-07
114.79.13.96,1,1378494454,2013-09-07
39.211.178.148,1,1378494836,2013-09-07
180.242.158.182,2,1378498871,2013-09-07
125.167.13.119,2,1378499008,2013-09-07
112.215.66.71,1,1378499420,2013-09-07
223.255.230.67,1,1378500586,2013-09-07
39.225.124.72,1,1378503561,2013-09-07
206.53.152.167,2,1378556603,2013-09-07
202.67.40.15,1,1378504931,2013-09-07
39.227.40.221,1,1378507436,2013-09-07
118.96.241.104,1,1378507827,2013-09-07
125.160.240.35,1,1378508736,2013-09-07
206.53.152.168,1,1378510131,2013-09-07
110.138.178.220,2,1378515733,2013-09-07
157.56.93.186,8,1378558957,2013-09-07
206.53.152.169,1,1378518107,2013-09-07
206.53.152.171,1,1378518401,2013-09-07
157.55.35.39,2,1378562417,2013-09-07
39.226.63.255,1,1378521946,2013-09-07
180.214.232.77,1,1378524463,2013-09-07
180.250.66.133,1,1378531155,2013-09-07
139.228.222.94,1,1378533711,2013-09-07
5.10.83.100,1,1378540924,2013-09-07
114.4.21.201,1,1378541412,2013-09-07
112.215.36.145,1,1378541623,2013-09-07
114.79.29.16,1,1378541949,2013-09-07
36.76.204.132,1,1378542480,2013-09-07
125.164.4.228,1,1378545933,2013-09-07
5.10.83.2,1,1378547115,2013-09-07
61.94.85.92,1,1378547755,2013-09-07
137.111.13.39,1,1378548452,2013-09-07
39.220.22.83,1,1378550074,2013-09-07
5.10.83.60,1,1378552801,2013-09-07
182.15.156.236,1,1378552815,2013-09-07
180.253.142.27,1,1378558855,2013-09-07
5.10.83.18,1,1378563745,2013-09-07
125.164.159.186,1,1378569993,2013-09-07
66.249.74.97,1,1378570801,2013-09-07
125.164.96.71,2,1378573551,2013-09-08
139.228.23.187,1,1378574170,2013-09-08
66.249.77.199,8,1378653046,2013-09-08
118.96.76.142,1,1378575233,2013-09-08
114.79.63.119,1,1378576057,2013-09-08
157.56.93.186,6,1378647979,2013-09-08
111.94.226.32,1,1378577075,2013-09-08
157.56.93.60,1,1378578884,2013-09-08
202.152.205.163,2,1378579562,2013-09-08
5.10.83.60,2,1378629506,2013-09-08
114.79.0.108,2,1378583294,2013-09-08
66.249.77.142,9,1378658447,2013-09-08
36.74.54.156,1,1378587005,2013-09-08
182.9.84.162,1,1378592977,2013-09-08
125.160.98.1,1,1378594561,2013-09-08
180.254.5.222,1,1378594571,2013-09-08
110.138.226.191,1,1378595922,2013-09-08
39.218.0.242,1,1378597967,2013-09-08
5.10.83.44,1,1378599673,2013-09-08
5.10.83.34,3,1378651339,2013-09-08
65.55.52.96,2,1378627417,2013-09-08
66.249.74.91,3,1378647607,2013-09-08
39.208.177.119,1,1378609399,2013-09-08
5.10.83.63,1,1378616577,2013-09-08
5.10.83.18,2,1378645391,2013-09-08
5.10.83.100,1,1378624453,2013-09-08
114.121.95.116,1,1378630238,2013-09-08
139.193.116.107,1,1378635284,2013-09-08
180.245.31.201,1,1378636131,2013-09-08
118.97.152.178,1,1378639656,2013-09-08
180.248.248.235,1,1378640751,2013-09-08
183.91.68.226,1,1378644102,2013-09-08
203.142.65.114,1,1378644965,2013-09-08
202.67.40.14,3,1378645657,2013-09-08
192.168.6.2,1,1378645983,2013-09-08
5.10.83.93,1,1378646831,2013-09-08
36.72.117.240,2,1378647542,2013-09-08
112.215.66.77,1,1378647581,2013-09-08
139.193.117.225,2,1378650143,2013-09-08
180.254.109.251,1,1378654475,2013-09-08
114.79.3.177,3,1378657371,2013-09-08
66.249.77.142,6,1378696123,2013-09-09
157.56.93.186,4,1378732010,2013-09-09
180.253.222.2,1,1378662524,2013-09-09
157.55.32.26,1,1378662760,2013-09-09
66.249.77.199,7,1378699975,2013-09-09
180.247.192.19,2,1378663212,2013-09-09
206.53.152.166,1,1378664967,2013-09-09
180.254.50.89,1,1378668098,2013-09-09
5.10.83.60,1,1378669773,2013-09-09
125.166.32.144,1,1378672696,2013-09-09
39.212.141.195,3,1378675725,2013-09-09
180.76.5.86,1,1378675874,2013-09-09
103.10.66.64,1,1378676070,2013-09-09
192.168.6.175,1,1378677782,2013-09-09
112.215.66.75,1,1378679044,2013-09-09
114.79.12.221,1,1378679238,2013-09-09
36.74.210.54,1,1378680165,2013-09-09
5.10.83.18,1,1378680214,2013-09-09
72.30.198.24,1,1378680884,2013-09-09
66.249.74.97,1,1378683123,2013-09-09
66.249.74.91,1,1378689376,2013-09-09
31.129.6.192,1,1378689843,2013-09-09
157.55.32.141,2,1378723347,2013-09-09
93.92.217.228,1,1378698113,2013-09-09
223.255.225.53,2,1378711388,2013-09-09
114.79.13.30,3,1378712345,2013-09-09
125.164.15.78,1,1378713913,2013-09-09
180.243.73.168,1,1378716928,2013-09-09
180.247.179.81,1,1378717449,2013-09-09
110.136.107.134,2,1378717991,2013-09-09
202.46.63.170,1,1378717936,2013-09-09
180.248.226.126,1,1378718247,2013-09-09
103.11.179.3,1,1378718673,2013-09-09
39.225.95.170,2,1378722669,2013-09-09
5.10.83.93,1,1378722644,2013-09-09
112.78.41.26,1,1378724144,2013-09-09
180.245.49.172,1,1378727336,2013-09-09
202.152.202.141,1,1378728040,2013-09-09
202.67.40.21,1,1378732038,2013-09-09
182.3.25.19,1,1378732165,2013-09-09
114.79.13.222,1,1378733807,2013-09-09
178.255.215.70,1,1378734066,2013-09-09
180.244.27.19,1,1378734868,2013-09-09
46.165.197.151,1,1378735995,2013-09-09
125.166.193.227,1,1378736020,2013-09-09
180.246.168.132,2,1378742119,2013-09-09
5.10.83.91,1,1378741548,2013-09-09
141.0.8.131,1,1378743457,2013-09-09
125.162.81.2,2,1378743645,2013-09-09
114.79.13.104,1,1378745244,2013-09-09
114.79.19.1,1,1378745480,2013-09-09
66.249.77.142,2,1378775691,2013-09-10
222.124.129.50,1,1378749227,2013-09-10
180.244.160.23,1,1378749569,2013-09-10
206.53.152.2,1,1378751000,2013-09-10
206.53.152.173,1,1378752176,2013-09-10
206.53.152.4,1,1378752280,2013-09-10
5.10.83.23,1,1378753149,2013-09-10
180.246.168.132,1,1378753960,2013-09-10
36.83.134.145,1,1378754120,2013-09-10
180.246.137.171,1,1378755088,2013-09-10
54.227.97.34,1,1378755264,2013-09-10
110.138.204.188,1,1378755983,2013-09-10
39.217.246.182,1,1378758429,2013-09-10
202.152.202.136,1,1378759874,2013-09-10
139.194.243.212,1,1378760282,2013-09-10
39.231.248.59,3,1378764420,2013-09-10
180.250.77.26,2,1378764784,2013-09-10
5.10.83.93,1,1378765750,2013-09-10
198.20.69.74,1,1378768810,2013-09-10
192.168.6.105,1,1378771097,2013-09-10
182.5.109.155,1,1378772621,2013-09-10
66.249.77.199,7,1378822543,2013-09-10
123.125.71.95,1,1378793326,2013-09-10
5.10.83.81,1,1378796762,2013-09-10
202.46.57.150,1,1378800953,2013-09-10
103.10.64.219,1,1378801751,2013-09-10
180.247.151.130,1,1378803740,2013-09-10
114.79.28.253,2,1378803968,2013-09-10
5.10.83.53,1,1378804286,2013-09-10
182.3.135.208,1,1378805210,2013-09-10
114.79.12.105,4,1378820937,2013-09-10
118.97.128.179,1,1378806303,2013-09-10
5.10.83.32,1,1378806332,2013-09-10
222.124.11.58,1,1378807710,2013-09-10
223.255.225.70,1,1378807845,2013-09-10
114.79.18.20,2,1378808542,2013-09-10
202.58.85.22,1,1378808892,2013-09-10
202.58.86.22,1,1378808987,2013-09-10
125.166.144.35,2,1378809324,2013-09-10
180.254.22.160,1,1378813633,2013-09-10
202.67.45.8,1,1378813991,2013-09-10
112.215.36.145,1,1378814331,2013-09-10
114.120.121.198,1,1378814733,2013-09-10
141.0.8.244,1,1378815694,2013-09-10
217.69.133.84,1,1378816187,2013-09-10
125.162.69.242,3,1378816580,2013-09-10
112.215.6.42,2,1378816348,2013-09-10
202.148.28.106,4,1378818720,2013-09-10
210.118.108.252,1,1378821693,2013-09-10
114.79.52.18,1,1378823959,2013-09-10
114.79.13.7,1,1378824123,2013-09-10
103.10.67.29,1,1378824366,2013-09-10
5.10.83.33,1,1378824923,2013-09-10
157.55.33.22,1,1378832190,2013-09-10
157.55.33.22,1,1378832506,2013-09-11
39.226.3.169,1,1378832749,2013-09-11
125.166.199.152,2,1378832903,2013-09-11
66.249.77.199,13,1378903814,2013-09-11
36.68.130.146,1,1378835455,2013-09-11
39.231.3.147,1,1378839520,2013-09-11
139.193.135.40,1,1378840835,2013-09-11
125.160.214.9,2,1378842819,2013-09-11
66.249.77.142,7,1378903368,2013-09-11
39.226.247.11,1,1378847972,2013-09-11
36.69.208.240,1,1378848312,2013-09-11
202.67.45.36,2,1378850048,2013-09-11
36.73.12.12,1,1378850902,2013-09-11
39.213.12.55,1,1378851671,2013-09-11
180.246.106.158,2,1378851823,2013-09-11
36.76.132.205,2,1378858371,2013-09-11
86.174.217.228,2,1378859188,2013-09-11
65.55.52.88,1,1378861522,2013-09-11
182.10.105.8,2,1378862568,2013-09-11
119.252.163.210,2,1378863481,2013-09-11
125.163.201.78,1,1378863661,2013-09-11
192.168.6.192,1,1378867040,2013-09-11
66.249.74.91,1,1378868378,2013-09-11
209.85.238.97,4,1378912824,2013-09-11
5.10.83.93,1,1378872023,2013-09-11
202.46.61.89,1,1378876216,2013-09-11
157.56.93.72,1,1378877257,2013-09-11
114.79.1.142,4,1378885146,2013-09-11
182.15.246.18,1,1378884646,2013-09-11
118.96.62.37,1,1378885238,2013-09-11
103.10.66.76,1,1378888654,2013-09-11
36.82.79.171,2,1378889084,2013-09-11
36.73.99.128,4,1378891867,2013-09-11
180.248.231.92,1,1378890405,2013-09-11
180.246.52.236,1,1378890753,2013-09-11
5.10.83.83,1,1378890818,2013-09-11
5.10.83.22,1,1378892010,2013-09-11
157.56.93.63,1,1378894002,2013-09-11
36.81.57.101,1,1378894297,2013-09-11
125.162.57.37,3,1378894452,2013-09-11
202.67.41.10,1,1378895493,2013-09-11
220.181.108.102,1,1378896724,2013-09-11
72.52.96.61,1,1378899049,2013-09-11
118.96.116.108,2,1378901670,2013-09-11
203.173.92.78,2,1378904326,2013-09-11
110.139.200.121,1,1378903620,2013-09-11
202.170.48.74,2,1378905000,2013-09-11
202.170.48.75,1,1378905658,2013-09-11
110.138.240.66,2,1378906184,2013-09-11
202.170.48.71,1,1378906862,2013-09-11
113.210.133.7,16,1378911878,2013-09-11
139.193.136.116,1,1378909215,2013-09-11
202.67.43.23,1,1378909652,2013-09-11
202.170.48.81,1,1378909813,2013-09-11
114.79.28.46,1,1378909860,2013-09-11
157.55.32.237,1,1378910866,2013-09-11
125.161.48.200,1,1378911005,2013-09-11
180.243.236.14,1,1378911197,2013-09-11
192.168.6.229,1,1378911800,2013-09-11
66.249.74.97,1,1378912434,2013-09-11
182.3.73.136,1,1378912932,2013-09-11
192.168.6.166,1,1378913511,2013-09-11
103.10.67.78,1,1378913539,2013-09-11
125.162.193.17,1,1378914773,2013-09-11
223.255.225.76,4,1378916776,2013-09-11
5.10.83.12,1,1378919939,2013-09-12
180.242.128.75,1,1378920232,2013-09-12
141.0.9.144,1,1378921739,2013-09-12
180.254.18.21,1,1378921748,2013-09-12
157.55.32.60,1,1378923546,2013-09-12
209.85.238.97,7,1379002667,2013-09-12
139.193.144.53,1,1378925072,2013-09-12
202.170.48.72,1,1378925287,2013-09-12
157.56.93.40,9,1378998321,2013-09-12
180.243.248.16,3,1378929922,2013-09-12
68.171.236.173,1,1378928041,2013-09-12
223.255.228.39,1,1378929745,2013-09-12
114.121.195.89,1,1378930133,2013-09-12
114.121.195.94,1,1378930178,2013-09-12
110.139.101.141,1,1378930613,2013-09-12
5.10.83.44,1,1378930707,2013-09-12
206.53.152.171,1,1378930998,2013-09-12
125.167.115.157,1,1378934791,2013-09-12
202.67.45.35,2,1378936190,2013-09-12
66.249.77.199,13,1378999892,2013-09-12
114.79.0.96,2,1378938622,2013-09-12
223.255.230.12,1,1378940827,2013-09-12
115.216.101.161,1,1378951158,2013-09-12
5.10.83.83,1,1378953818,2013-09-12
192.114.71.13,2,1378955830,2013-09-12
123.125.71.84,1,1378965418,2013-09-12
157.55.32.77,1,1378965498,2013-09-12
65.55.24.218,1,1378966780,2013-09-12
117.86.120.162,1,1378969049,2013-09-12
114.79.28.197,1,1378972851,2013-09-12
202.46.49.57,1,1378973097,2013-09-12
5.10.83.2,1,1378973535,2013-09-12
